Timestamp;ContainerName;CPU_Percent;Memory_Usage_and_Limit
2025-12-01 01:45:35;n3iwf;0.00%;14.86MiB / 15.61GiB
2025-12-01 01:45:35;smf;155.36%;4.98GiB / 15.61GiB
2025-12-01 01:45:35;nssf;0.00%;8.371MiB / 15.61GiB
2025-12-01 01:45:35;udm;0.00%;10.28MiB / 15.61GiB
2025-12-01 01:45:35;pcf;0.10%;10.48MiB / 15.61GiB
2025-12-01 01:45:35;ausf;0.00%;15.85MiB / 15.61GiB
2025-12-01 01:45:35;udr;0.00%;10.45MiB / 15.61GiB
2025-12-01 01:45:35;webui;2.96%;17.98MiB / 15.61GiB
2025-12-01 01:45:35;nef;0.00%;8.18MiB / 15.61GiB
2025-12-01 01:45:35;nrf;10.78%;14.74MiB / 15.61GiB
2025-12-01 01:45:35;upf;141.79%;2.026GiB / 15.61GiB
2025-12-01 01:45:35;mongodb;1.48%;167MiB / 15.61GiB
2025-12-01 01:47:28;amf;0.48%;14.48MiB / 15.61GiB
2025-12-01 01:47:28;chf;117.48%;29.19MiB / 15.61GiB
2025-12-01 01:47:28;ue;0.09%;1MiB / 15.61GiB
2025-12-01 01:47:28;n3iwue;0.00%;3.98MiB / 15.61GiB
2025-12-01 01:47:28;ueransim;0.15%;7.855MiB / 15.61GiB
2025-12-01 01:47:28;n3iwf;0.00%;14.93MiB / 15.61GiB
2025-12-01 01:47:28;smf;5.01%;6.285GiB / 15.61GiB
2025-12-01 01:47:28;nssf;0.00%;8.238MiB / 15.61GiB
2025-12-01 01:47:28;udm;0.14%;10.69MiB / 15.61GiB
2025-12-01 01:47:28;pcf;0.02%;10.69MiB / 15.61GiB
2025-12-01 01:47:28;ausf;0.06%;16.32MiB / 15.61GiB
2025-12-01 01:47:28;udr;0.00%;10.14MiB / 15.61GiB
2025-12-01 01:47:28;webui;2.23%;23.58MiB / 15.61GiB
2025-12-01 01:47:28;nef;0.00%;8.242MiB / 15.61GiB
2025-12-01 01:47:28;nrf;7.72%;13.54MiB / 15.61GiB
2025-12-01 01:47:28;upf;0.17%;2.29GiB / 15.61GiB
2025-12-01 01:47:28;mongodb;0.91%;167.8MiB / 15.61GiB
