Timestamp;ContainerName;CPU_Percent;Memory_Usage_and_Limit
2025-12-10 01:44:00;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:00;chf;0.02%;14.02MiB / 15.61GiB
2025-12-10 01:44:00;amf;0.65%;15.2MiB / 15.61GiB
2025-12-10 01:44:00;smf;29.92%;877.9MiB / 15.61GiB
2025-12-10 01:44:00;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:00;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:00;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:00;webui;0.81%;16.11MiB / 15.61GiB
2025-12-10 01:44:00;udr;0.00%;12.08MiB / 15.61GiB
2025-12-10 01:44:00;pcf;0.00%;12.04MiB / 15.61GiB
2025-12-10 01:44:00;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:00;nrf;1.45%;12.93MiB / 15.61GiB
2025-12-10 01:44:00;mongodb;0.53%;166.6MiB / 15.61GiB
2025-12-10 01:44:00;upf;146.83%;572.9MiB / 15.61GiB
2025-12-10 01:44:07;ue;0.10%;976KiB / 15.61GiB
2025-12-10 01:44:07;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:07;ueransim;204.31%;16.67MiB / 15.61GiB
2025-12-10 01:44:07;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:07;chf;0.06%;14.11MiB / 15.61GiB
2025-12-10 01:44:07;amf;0.05%;15.2MiB / 15.61GiB
2025-12-10 01:44:07;smf;37.54%;1.084GiB / 15.61GiB
2025-12-10 01:44:07;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:07;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:07;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:07;webui;0.39%;16.19MiB / 15.61GiB
2025-12-10 01:44:07;udr;0.00%;12.09MiB / 15.61GiB
2025-12-10 01:44:07;pcf;0.00%;12.04MiB / 15.61GiB
2025-12-10 01:44:07;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:07;nrf;1.75%;12.76MiB / 15.61GiB
2025-12-10 01:44:07;mongodb;0.51%;166.7MiB / 15.61GiB
2025-12-10 01:44:07;upf;66.57%;720.2MiB / 15.61GiB
2025-12-10 01:44:14;ue;0.08%;976KiB / 15.61GiB
2025-12-10 01:44:14;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:14;ueransim;171.09%;16.74MiB / 15.61GiB
2025-12-10 01:44:14;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:14;chf;0.13%;14.22MiB / 15.61GiB
2025-12-10 01:44:14;amf;0.11%;15.22MiB / 15.61GiB
2025-12-10 01:44:14;smf;31.98%;1.53GiB / 15.61GiB
2025-12-10 01:44:14;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:14;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:14;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:14;webui;0.29%;16.2MiB / 15.61GiB
2025-12-10 01:44:14;udr;0.00%;12.08MiB / 15.61GiB
2025-12-10 01:44:14;pcf;0.08%;12.05MiB / 15.61GiB
2025-12-10 01:44:14;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:14;nrf;1.07%;12.83MiB / 15.61GiB
2025-12-10 01:44:14;mongodb;0.46%;166.7MiB / 15.61GiB
2025-12-10 01:44:14;upf;72.82%;945MiB / 15.61GiB
2025-12-10 01:44:21;ue;0.06%;976KiB / 15.61GiB
2025-12-10 01:44:21;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:21;ueransim;176.72%;16.93MiB / 15.61GiB
2025-12-10 01:44:21;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:21;chf;0.35%;14.36MiB / 15.61GiB
2025-12-10 01:44:21;amf;0.05%;15.22MiB / 15.61GiB
2025-12-10 01:44:21;smf;35.35%;1.742GiB / 15.61GiB
2025-12-10 01:44:21;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:21;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:21;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:21;webui;1.30%;16.79MiB / 15.61GiB
2025-12-10 01:44:21;udr;0.00%;12.08MiB / 15.61GiB
2025-12-10 01:44:21;pcf;0.00%;12.05MiB / 15.61GiB
2025-12-10 01:44:21;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:21;nrf;3.55%;13.18MiB / 15.61GiB
2025-12-10 01:44:21;mongodb;0.58%;166.7MiB / 15.61GiB
2025-12-10 01:44:21;upf;77.11%;1.12GiB / 15.61GiB
2025-12-10 01:44:28;ue;0.08%;976KiB / 15.61GiB
2025-12-10 01:44:28;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:28;ueransim;195.72%;17.12MiB / 15.61GiB
2025-12-10 01:44:28;n3iwf;0.00%;14.61MiB / 15.61GiB
